disp,ra,dec,orbper,duration,depth,rad,steff,logg,srad
1,24.216097,-39.142583,9.77742,6.713,6740.0,35.6978,4513.0,,2.87
0,28.715796,-29.421709,0.76566,1.452,1410.0,3.54139,5311.0,4.47,0.92
1,9.765924,-17.221806,10.32103,3.283,58957.4,34.1767,5863.5,4.38,1.28
1,7.387843,-10.468279,0.6296,0.309,790.0,3.39154,5485.0,4.64,0.77
1,24.740265,-7.280979,4.943336,3.147,2010.0,6.40301,5574.0,3.95,1.73
1,32.914289,-37.892988,6.8646554,4.725,5090.0,17.29,5937.0,4.19,1.38
1,28.078089,-43.047613,5.8508237,3.4458826,876.8239527,4.9253389,5928.0,4.19,1.37754
1,15.543042,-2.144574,1.8301156,1.018,1110.0,4.46184,6671.0,4.41,1.22
1,14.094894,-14.788329,5.4014,1.442,1225.99,16.7216,5179.9,,4.34
0,25.871364,-14.149185,3.9080236,3.292,8100.0,15.1385,6143.0,4.08,1.63
0,60.199826,-54.592918,3.2797206,3.5795839,11148.420202,14.0606451,5857.0,4.24,1.29747
1,97.144014,-61.150325,5.1543265,1.063382,2522.1346873,4.6014268,4971.0,4.59,0.756197
1,43.546163,-41.514421,6.4535152,2.202,11200.0,19.7517,5906.0,4.07,1.58
1,119.533518,-60.780499,6.7391601,2.537,3040.0,30.8876,10341.0,3.8,3.39
1,124.300024,-65.65708,3.3102159,2.7252649,5092.4594143,,,,
1,93.729429,-49.756087,0.5251251,1.0447398,277.1920779,1.4381391,5867.0,4.5948,0.850302
1,81.443395,-51.357031,0.520671,0.5708161,626.6355136,1.0047438,3460.0,4.438,0.39861
1,62.454351,-26.022091,0.7455787,0.4901724,784.6891758,3.402474,5181.0,4.14486,1.19844
1,77.546589,-57.586679,22.338916,3.4122327,605.5453887,18.449977,4866.0,2.50648,7.56825
1,119.014208,-64.941154,15.4043768,4.7120319,281.5569106,2.2872195,5777.36,4.30388,1.23499
1,108.568016,-74.970528,0.556109,1.096708,172.860189,1.609049,5670.45,4.16644,1.18329
1,53.178982,-51.788532,26.2588239,4.4279477,251.0105068,2.0533305,5908.0,4.28153,1.24841
1,63.31929,-50.944261,22.0379547,2.5061632,1208.1077142,2.335104,3927.0,4.6966,0.611136
0,74.737626,-50.627415,14.362738,3.2043798,541.9770506,1.6866314,4939.0,4.58489,0.732189
1,74.868182,-55.92906,2.2395544,1.1228525,1152.7849514,2.7483506,4872.54,4.68951,0.75636
1,74.868182,-55.92906,4.9727711,0.7889782,825.5374706,2.6058369,4872.54,4.68951,0.75636
1,56.736636,-63.336878,5.9312003,2.0314487,1021.9253753,1.7979811,3797.0,4.74005,0.5204
1,96.069345,-46.93762,5.9049733,3.9528744,200.4796961,2.2395287,6437.0,4.2473,1.4178801
1,78.037215,-37.708481,11.020153,3.638535,1076.926754,2.343228,4407.0,4.56293,0.719466
1,84.109334,-24.244444,29.4829022,2.3634407,2066.5043819,2.7733274,3955.0,4.68874,0.603739
1,99.11511,-50.297401,6.015802,1.8775214,5341.6796352,13.627855,7836.0,4.14,1.59435
1,76.761786,-51.766957,3.9773904,2.82,1134.0,5.03874,5518.3,3.93,1.77
1,98.123772,-3.54484,6.58454,3.395,5500.94,,8829.0,3.91,
1,94.164473,-13.987337,6.3872524,2.608,3510.0,5.0445,4935.0,4.52,0.82
0,94.164473,-13.987337,2.5735943,2.4810064,739.6008283,2.7779229,4935.0,4.52,0.816999
1,94.164473,-13.987337,14.3318853,1.596,990.0,2.87022,4935.0,4.52,0.82
1,104.479884,5.748028,0.56708,1.253,980.0,29.9735,5274.0,,9.78
1,89.16524,14.785575,2.3552639,1.033,912.0,8.10129,7069.0,3.88,2.37
1,103.369061,-6.507835,10.0577297,3.65,4860.0,7.17665,5651.0,4.43,1.01
1,93.921031,11.832621,2.7809,1.803,2990.0,56.3202,11246.0,,5.45
1,98.26778,-10.870679,2.56876,2.767,360.521,17.6099,4312.9,,8.43
1,101.693856,-6.144778,20.4276727,5.1878327,2988.5020776,19.9576585,8844.0,3.76,3.25795
1,94.545308,15.952049,5.77114,2.791,1931.81,10.9488,7173.0,4.03,2.26
1,96.666044,13.29938,3.96643,2.025,828.371,5.99981,6565.2,4.09,1.9
1,106.649775,-53.546434,1.83485,2.673,1200.0,5.90327,6466.0,4.11,1.68
1,100.36319,-12.285043,3.2022978,3.51,41820.0,34.5557,6600.0,4.17,1.67
1,93.122299,-16.792043,4.99915,5.256,684.271,2.28122,4696.0,,0.79
0,86.738228,-11.23534,10.6265837,5.415,7530.0,12.0335,7723.0,4.43,1.35
1,103.678583,-7.131316,5.6148305,3.829,2300.0,9.62058,9856.0,4.01,2.59
1,96.793934,-4.7801,4.3433389,4.514,1100.0,24.4433,9900.0,3.68,3.83
1,94.205654,-2.92914,0.76189,1.904,190.0,1.50503,5998.0,4.39,1.11
1,89.15458,10.551759,3.52985,1.907,560.0,3.20773,6627.0,4.31,1.37
1,98.59774,8.413625,1.2980202,3.007,250.0,2.58794,6128.0,4.08,1.62
1,104.480707,-9.924849,,7.352,6000.0,19.7649,5652.0,4.32,2.74
1,104.492446,-71.523106,12.8461943,3.116081,8527.3304874,11.8867391,5591.0,4.30695,1.18787
1,245.905129,-31.373574,4.8494108,5.2266368,1341.9401258,2.7650341,3861.0,4.71767,0.680711
1,261.062847,-50.386051,3.2308423,0.9282699,2427.4314638,11.144364,7062.0,4.49596,1.38436
1,259.49578,-45.883555,18.2592673,1.7158922,1829.4851391,15.8995046,7142.0,4.15713,2.2950301
1,57.489027,-72.793731,7.2766004,4.626,2440.0,11.5799,6266.0,4.27,2.21
0,89.371273,-83.129726,10.8772748,2.6829533,1827.2189379,2.309613,3992.0,4.61929,0.532439
0,89.371273,-83.129726,83.9993991,4.9317658,1856.5912767,2.3408341,3992.0,4.61929,0.532439
0,227.658675,-71.361632,3.7395716,2.0436597,15256.9023477,13.9317353,5565.0,4.46277,1.00018
1,239.825514,-49.366664,1.6647888,1.152,1600.0,5.25863,5954.53,3.68582,1.42
0,262.183407,-62.840383,4.5849129,5.2493974,2101.0682794,9.6158851,6272.0,3.8399,2.0597899
0,53.159427,-81.250745,3.1837789,2.3252968,850.2084133,3.1080163,5500.0,4.99,1.0523601
1,251.362526,-71.839588,3.9043855,3.525,255.0,1.80937,6059.06,4.29,1.31
0,290.23794,-82.559788,2.0291067,0.7339561,954.52078,1.0407954,3194.0,4.96718,0.287497
1,262.335243,-38.645969,8.5841822,2.0925448,8263.4886291,21.4045649,5963.0,4.438,1.44708
0,229.328567,-80.473345,4.678059,1.8117452,2029.239148,2.2524868,3566.0,4.83519,0.426465
0,234.572324,-80.803427,11.099348,3.2464373,1159.3892018,2.4827074,4948.0,4.60394,0.732535
1,234.572324,-80.803427,1469.8512039,5.9485102,945.0433631,2.7937261,4948.0,4.60394,0.732535
1,48.726093,-44.961855,2.3374921,2.279,760.0,4.00659,5963.4,3.65,1.54
1,68.803771,-51.396562,2.3250156,1.775,1130.0,10.7275,5753.0,3.83,2.05
1,105.956649,-60.297493,29.17362,8.075,5558.85,15.4676,5493.2,3.92,1.89
1,49.816476,-59.400109,26.4126517,3.0511383,5967.2243425,24.163132,6070.0,3.65,2.62866
1,71.799228,-68.985641,1.1140067,3.072,410.0,6.34675,5614.0,3.5,2.94
1,93.413565,-62.219723,20.0272717,2.5785744,17515.7129689,23.6497441,5811.1,,1.137
1,110.312488,-73.453234,19.2998,3.17,1864.78,,3818.0,,
1,99.674204,-56.22054,5.1287265,2.0606408,809.4472541,3.3763609,6055.5,4.38,1.14
1,110.890427,-79.504188,9.46516,3.951,10952.3,,4120.0,,
1,50.036337,-45.061851,3.2744665,1.5496651,918.0803144,4.0297948,6049.0,4.3,1.2460999
1,79.656888,-55.888562,12.1272702,2.0368113,19172.4644881,20.3161792,5682.0,4.45,0.993827
1,113.047662,-68.012289,13.17741,2.75,1750.0,49.318,5027.7,,10.05
1,48.378728,-32.00557,1.7957918,1.666,770.0,7.76436,5658.4,,2.61
1,89.730768,-79.743374,2.5852,1.963,290.0,4.66502,6639.0,3.73,2.66
1,112.599235,-71.595463,30.57908,6.297,12972.8,14.1152,5848.0,4.35,1.13
1,45.907166,-39.930776,5.830149,2.618,1310.0,2.70505,4451.0,4.57,0.72
1,54.308702,-44.472006,4.90038,3.506,240.0,6.56819,6504.0,3.32,4.18
1,57.336855,-47.91819,3.2452094,2.722,7370.0,20.6894,5928.0,,2.31
1,95.940941,-54.578024,19.3106015,3.7831012,1222.9987584,2.7470788,4444.0,4.55,0.734073
1,95.940941,-54.578024,7.9856481,2.729,460.0,1.70724,4444.0,4.55,0.73
1,92.305335,-55.403754,88.9350637,8.3086197,4026.4400749,12.6517291,5546.9,3.93,1.78672
1,75.350678,-56.141416,3.7817383,2.4092233,18870.7216253,12.4392846,4833.0,4.51712,0.869755
1,96.248202,-59.804574,2.23294,2.032,16930.0,15.959056,4814.0,4.51946,0.804149
1,111.036157,-78.442588,7.936533,1.8486897,6995.7727314,7.76368,4320.0,4.57232,0.85
1,58.896845,-2.505949,0.27664,0.72,15669.3,24.4651,5341.6,4.09,1.78
1,63.032344,-12.118836,8.8073507,4.264,1700.0,4.0916,5981.0,4.49,0.99
1,63.786841,-7.315748,7.6107227,4.249,6400.0,12.4861,6159.5,4.14,1.53
1,77.403593,-5.67097,0.7386689,0.594,1020.0,3.6178,5100.2,,0.85
1,78.300525,6.545915,8.5145626,3.78,3260.0,6.95626,5920.0,4.32,1.18
0,76.649617,-20.245613,4.32765,3.181,1480.0,3.52025,4945.0,4.43,0.91
1,74.555144,8.980825,12.35611,5.963,8020.0,13.4341,6794.0,4.28,1.45
1,63.811095,14.944839,6.0588453,4.084,2740.0,35.2541,7011.0,3.51,3.6
1,80.455333,-36.673792,0.9298045,1.203,720.0,4.60146,7019.0,4.19,1.65
1,92.833906,-51.466622,6.1253092,1.992,39400.0,22.9909,5008.3,,1.05
1,78.318822,4.809898,7.31523,1.832,8225.0,17.8813,6251.5,4.0,1.79
1,75.531735,-22.711864,12.7009,3.208,2482.58,10.5402,6092.9,3.65,1.92
1,79.101853,-15.512686,1.3228701,1.589,720.0,2.50355,5136.1,,0.84
1,70.375099,14.815533,1.14288,1.699,2270.0,7.08364,6706.0,4.23,1.51
1,67.551337,5.298825,2.96845,3.707,17064.8,20.1857,5761.5,4.35,1.4
1,61.77946,-13.766859,1.79011,1.372,430.0,7.38823,7110.0,3.9,2.33
1,67.552495,5.298431,2.96844,3.663,13028.0,19.3343,5772.0,4.1,1.54
0,61.941059,-25.208803,3.68497,4.536,2070.0,9.05543,5756.0,3.88,1.93
1,76.081839,-20.731341,1.6375303,1.606,770.0,5.03673,5888.8,3.99,1.72
1,75.360839,-22.382135,17.95473,3.139,5962.04,14.9952,6029.5,4.22,1.77
1,79.432431,-0.370122,0.8317937,1.875,200.0,2.64673,8897.0,4.27,1.82
1,83.215825,-19.575073,0.5875044,1.344,1680.0,14.3274,5745.1,4.14,1.43
1,114.012456,4.715116,1.54104,1.686,30644.8,,8264.0,4.09,
1,107.59809,-5.432679,1.6187107,4.739749,1352.1697973,12.5948602,9385.0,4.12,2.22468
1,127.178328,4.038553,4.79586,2.132,26891.1,23.4129,5782.5,4.37,1.3
1,117.712497,-21.015735,4.06269,4.299,4210.0,,,,
1,119.1493,-0.772849,11.1178464,4.5596639,5715.8314771,8.8518806,5814.9,4.4,1.06616
1,109.106905,-8.329732,0.60274,1.834,16763.6,11.8344,5146.2,4.61,0.83
1,109.056276,-9.893473,1.37101,2.379,1561.43,4.99178,5947.5,4.22,1.15
0,123.392246,-1.982787,3.4091568,3.2067861,16294.3969402,15.9162999,6316.0,4.37,1.21069
1,117.084021,-57.236311,1.7393631,3.6069028,428.8811939,5.1189079,7051.0,3.87,2.40368
1,116.914289,11.980797,2.80944,3.151,1606.43,,4968.3,,
0,115.136686,2.098588,1.8237371,1.347,1890.0,3.64998,4249.1,4.43,0.82
1,114.699006,-39.135518,4.9857808,3.671241,690.3429151,2.7920398,5189.0,4.33,1.06532
1,107.42144,-11.328877,2.3960724,4.53,680.0,3.54571,5743.0,4.18,1.37
1,115.280389,-26.070939,2.67425,3.779,1920.0,178.665,4770.0,,36.51
1,109.950322,-11.942687,1.27997,2.425,790.0,285.674,3435.0,,102.03
1,116.274911,-17.17511,2.8259491,2.409,2206.0,8.56637,8192.0,4.21,1.84
1,121.185099,-41.559812,1.97353,2.169,867.428,,2828.0,,
1,117.470237,-16.023413,3.1510408,2.9657375,2025.1072724,297.1117262,4240.0,,49.1612
1,105.063071,-2.347448,2.78102,1.657,748.64,2.23876,4538.0,,0.74
1,120.204125,-2.010837,13.1660135,4.668,5697.0,11.3913,6368.0,4.18,1.52
1,111.766458,-7.129696,1.10578,1.87,672.523,7.4741,5650.4,4.32,2.62
1,114.420797,-7.33674,1.3387555,3.2413088,357.2449276,4.1672558,5322.0,3.82,1.96337
1,117.113226,-28.204828,1.6038093,2.253,1190.6782952,4.6692325,6711.0,4.25,1.48129
1,106.405063,-11.979855,6.3037582,3.757,1700.0,13.147,8502.0,3.78,3.08
1,114.864422,-32.903754,7.3816254,4.696,2546.0,,9260.2,4.08,
1,104.87593,-4.812169,7.52118,6.133,50623.3,12.9114,6184.6,4.11,0.52
1,111.644015,7.01633,8.76905,3.504,14361.0,21.0089,5906.8,4.22,1.59
1,120.105441,10.343871,0.5476695,1.038,2741.0,9.95459,8274.5,4.17,1.65
1,100.9257,-30.491967,5.2146757,4.9830634,3754.150648,14.4476769,6080.0,3.78,2.27
1,113.424039,-30.996054,4.30438,3.037,672.002,13.7564,6056.9,4.17,4.82
1,110.506534,10.238635,3.121181,1.417,571.0,5.74349,7814.0,,2.06
1,121.913554,-5.770077,4.587386,4.36,3321.0,10.6337,8388.0,4.22,1.86
1,114.346166,-11.151301,2.4843225,1.999,1476.0,12.9191,9855.0,4.18,2.13
1,112.616704,-26.080682,4.76516,2.892,647.689,,9412.5,,
1,113.960841,-15.499455,1.4635019,1.518,914.0,4.75869,8035.0,4.28,1.67
1,115.046333,-9.084269,2.396722,3.9453168,384.8985474,3.8384486,10393.0,4.32,1.87739
1,110.811443,5.56285,3.4438,2.572,7260.75,,4805.2,,
1,119.349948,-19.516015,14.5378,6.826,4040.0,16.0523,8007.0,,2.05
1,121.319521,-59.579798,8.4134856,3.5568334,17479.6053306,20.5106959,5786.0,4.52,0.926261
1,118.319555,-14.218823,0.941436,1.3606996,339.9126618,4.529209,8322.0,4.01,2.34986
1,118.864086,-58.22206,1.5078959,2.759,1839.0,5.53091,6635.0,4.35,1.3
1,291.93423,48.141651,9.48803557,2.9575,615.8,2.26,5455.0,4.467,0.927
1,291.93423,48.141651,54.4183827,4.507,874.8,2.83,5455.0,4.467,0.927
1,297.00482,48.134129,19.89913995,1.7822,10829.0,14.6,5853.0,4.544,0.868
0,285.53461,48.28521,1.736952453,2.40641,8079.2,33.46,5805.0,4.564,0.791
1,288.75488,48.2262,2.525591777,1.6545,603.3,2.75,6031.0,4.438,1.046
1,296.28613,48.22467,11.09432054,4.5945,1517.5,3.9,6046.0,4.486,0.972
1,296.28613,48.22467,4.13443512,3.1402,686.0,2.77,6046.0,4.486,0.972
1,296.28613,48.22467,2.56658897,2.429,226.5,1.59,6046.0,4.486,0.972
0,298.86435,42.151569,7.36178958,5.022,233.7,39.21,6227.0,3.986,1.958
1,286.99948,48.37579,16.06864674,3.5347,4914.3,5.76,5031.0,4.485,0.848
1,286.80847,49.316399,2.470613377,1.74319,14231.0,13.04,5820.0,4.457,0.964
1,292.24728,47.969521,2.204735417,3.88864,6674.7,16.1,6440.0,4.019,1.952
1,281.28812,42.45108,3.522498429,3.19843,9145.7,14.59,6225.0,4.169,1.451
1,295.64871,48.49556,3.709214104,2.6302,131.1,1.16,5833.0,4.407,1.022
0,297.07993,47.597401,11.521446064,3.6399,17984.0,150.51,5795.0,4.554,0.848
0,289.25821,47.635319,19.40393776,12.2155,8918.7,7.18,5043.0,4.591,0.68
0,295.81454,47.69035,19.221388942,4.79843,74284.0,49.29,6117.0,4.496,0.947
0,297.15442,47.668701,16.46983774,9.4378,10479.0,7.94,5152.0,4.517,0.786
1,288.13824,47.724449,9.27358173,3.2875,1288.3,2.47,4856.0,4.583,0.696
1,283.71088,47.86327,6.02930329,1.5821,1912.7,2.85,4537.0,4.648,0.672
0,283.76547,47.804298,2.696370652,3.6129,397.9,1.58,4989.0,4.504,0.819
1,292.37613,47.880989,5.349553819,3.0278,831.0,2.55,5185.0,4.44,0.91
1,292.37613,47.880989,3.94105221,2.5984,363.3,1.7,5185.0,4.44,0.91
1,292.37613,47.880989,8.10904807,3.596,217.4,1.3,5185.0,4.44,0.91
0,292.27374,37.671558,386.6030528,6.8057,24927.0,41.5,5543.0,4.081,1.58
1,290.46512,47.92918,21.67699193,3.4555,857.2,2.95,4954.0,4.5,0.828
1,297.80826,47.946671,4.99677968,2.1717,934.7,2.78,5339.0,4.552,0.847
1,294.26581,49.314091,4.280963604,2.875,750.8,2.3,5644.0,4.564,0.831
0,295.66522,49.351009,1.50635409,1.5155,2211.7,4.53,5714.0,4.563,0.831
0,296.69861,49.316479,670.645531,53.412,18091.0,14.14,5520.0,4.466,0.983
0,283.72592,49.479519,61.2563628,7.633,5123.3,39.87,6144.0,4.402,1.091
1,291.72202,49.480869,38.3775486,5.588,724.2,2.82,5481.0,4.369,1.036
1,286.99948,48.37579,41.19725502,4.6297,2213.9,3.86,5031.0,4.485,0.848
1,286.99948,48.37579,6.252962249,2.5819,1036.9,2.65,5031.0,4.485,0.848
1,297.02563,48.478588,16.01308419,3.2554,1121.9,3.1,5015.0,4.499,0.826
1,285.71854,48.505859,32.62876672,4.7971,1804.8,3.36,5586.0,4.56,0.798
1,285.71854,48.505859,91.7732862,6.473,652.0,2.12,5586.0,4.56,0.798
1,292.16705,48.727589,4.959319244,2.22739,9802.0,12.21,5712.0,4.359,1.082
0,297.92365,48.777321,2.701287801,3.3827,860.4,6.54,5550.0,4.468,0.91
1,298.45685,48.791592,4.49876511,3.7362,460.0,2.1,6075.0,4.486,0.969
0,291.0939,48.933842,19.651209505,5.2514,11766.0,12.42,6074.0,4.391,1.063
1,287.88733,46.276241,5.412203927,2.9472,601.6,2.94,5779.0,4.339,1.087
1,295.55505,49.017342,41.43958662,10.5989,2793.1,5.5,5468.0,4.367,1.046
1,285.49924,49.277351,8.35389523,2.2514,1041.6,2.52,5592.0,4.582,0.787
1,291.93616,49.253979,4.125543472,3.1744,1487.3,4.43,6174.0,4.417,1.103
1,297.01547,49.225288,2.816504904,2.50587,16814.0,12.21,5532.0,4.452,0.955
0,284.17233,49.360722,33.93373447,14.561,8503.7,7.34,5040.0,4.628,0.705
1,291.62241,50.61824,3.689920099,2.6557,426.7,1.89,5880.0,4.518,0.917
1,295.81616,51.121738,4.431238488,3.15,1010.9,3.25,5714.0,4.428,1.015
1,295.81616,51.121738,11.37936986,2.6255,1023.5,3.95,5714.0,4.428,1.015
1,289.39972,51.25032,26.39432897,3.573,1510.9,3.07,5129.0,4.595,0.763
1,300.86398,44.337551,13.57078281,3.3539,511.7,2.64,5854.0,4.406,1.012
1,287.88733,46.276241,7.12594387,3.0014,192.4,1.79,5779.0,4.339,1.087
0,288.98682,49.733742,7.442652004,2.3078,24446.0,15.03,6108.0,4.469,0.956
1,286.73804,49.97575,16.38489988,3.0249,1127.1,2.0,4126.0,4.661,0.615
1,286.73804,49.97575,7.8774163,2.0805,1306.1,2.16,4126.0,4.661,0.615
1,286.73804,49.97575,36.4454001,4.007,1122.3,1.99,4126.0,4.661,0.615
1,290.78574,50.054119,3.728732147,2.683,5226.5,6.02,5497.0,4.577,0.809
1,294.31686,50.080231,40.4195037,3.362,6256.0,7.51,5446.0,4.507,0.781
1,285.17621,50.149818,2.243380573,1.1196,821.7,1.99,4149.0,4.698,0.564
0,289.23553,50.241001,10.405998015,6.5036,14489.0,11.23,5746.0,4.393,0.924
1,293.83331,50.23035,2.337437946,1.9982,971.2,2.34,5005.0,4.595,0.765
1,293.83331,50.23035,7.2406612,0.558,556.4,19.45,5005.0,4.595,0.765
1,287.88733,46.276241,3.43591631,3.133,23.2,0.55,5779.0,4.339,1.087
1,296.22195,50.28722,11.59822233,2.5237,2804.5,2.65,3688.0,4.79,0.473
1,290.09805,50.321609,6.575315881,4.3084,2793.3,5.31,5992.0,4.415,0.989
1,295.45529,50.49456,7.275040844,7.5377,3001.0,4.86,5485.0,4.556,0.867
1,293.97336,50.53191,19.27153892,2.7594,1219.8,1.93,4077.0,4.702,0.56
1,293.97336,50.53191,10.06524317,1.369,1053.3,1.91,4077.0,4.702,0.56
1,296.02133,50.56778,12.3935651,3.8896,916.6,2.66,5557.0,4.603,0.75
1,300.86398,44.337551,43.84439721,6.802,615.2,2.87,5854.0,4.406,1.012
0,292.31595,38.27029,3.341913228,3.813,725.3,21.55,5295.0,4.551,0.811
0,294.36819,38.31028,1.626630225,2.1145,1620.6,32.43,5735.0,4.41,0.973
1,291.65353,38.494659,2.711504086,3.0099,837.5,3.12,6214.0,4.442,1.076
1,291.65353,38.494659,7.21203748,4.0491,950.4,3.32,6214.0,4.442,1.076
0,291.0448,51.321671,14.1798187,2.505,459.9,1.88,5799.0,4.539,0.878
1,296.36652,51.319519,8.47237911,2.7245,1123.5,2.59,5354.0,4.587,0.788
1,296.36652,51.319519,60.4189369,5.039,931.3,2.36,5354.0,4.587,0.788
1,289.11221,51.737381,12.611904345,5.1497,6105.6,7.4,5795.0,4.508,0.919
0,290.84369,37.728828,1.433769925,1.8868,1976.3,46.58,6017.0,4.22,1.339
0,291.84891,37.713501,10.31872301,3.836,871.7,28.59,5927.0,4.409,1.06
1,291.43997,37.905659,2.539183147,2.4282,382.1,2.06,5519.0,4.35,1.062
1,290.87051,38.273628,6.770300385,2.0844,1304.0,2.77,5653.0,4.656,0.679
0,290.99689,38.28492,0.444291966,2.0792,10967.0,27.51,5255.0,4.678,0.636
1,291.28195,38.241669,10.181584004,3.5089,5741.1,7.73,5988.0,4.541,0.836
1,286.07913,39.27832,20.06036336,3.3203,1494.7,1.96,3950.0,4.754,0.493
1,286.07913,39.27832,46.1842039,4.758,1394.7,1.83,3950.0,4.754,0.493
1,300.86398,44.337551,23.9800854,5.351,104.0,1.31,5854.0,4.406,1.012
1,286.07913,39.27832,7.82502168,2.186,520.8,1.2,3950.0,4.754,0.493
1,294.65524,39.308361,3.895936525,2.3111,8544.8,7.34,5557.0,4.592,0.774
1,294.71063,39.52174,22.36646466,5.228,986.8,2.32,5395.0,4.615,0.734
1,293.87192,38.422939,1.625522174,2.38963,7969.0,9.73,5539.0,4.322,1.106
1,293.81619,38.563568,19.620346923,2.0038,21725.0,13.6,5710.0,4.492,0.905
0,293.94116,38.601101,7.544039,6.222,322.6,17.47,5657.0,4.567,0.824
1,290.33362,38.72823,9.02930689,3.1449,1019.8,2.57,5349.0,4.526,0.82
0,287.69675,38.886452,10.328035714,7.7915,16918.0,13.28,5627.0,4.359,1.024
1,285.28363,38.947281,143.2063047,8.9302,10566.0,8.9,5485.0,4.556,0.867
1,300.86398,44.337551,6.164876,3.262,55.8,0.79,5854.0,4.406,1.012
1,285.28363,38.947281,60.32494216,6.6188,20280.0,12.19,5485.0,4.556,0.867
1,285.28363,38.947281,29.1598615,4.803,488.0,1.91,5485.0,4.556,0.867
0,286.92639,38.921631,1.540397253,2.1541,816.1,25.69,5663.0,4.53,0.915
0,287.74881,38.92955,2.99025443,5.414,589.2,1.7,4667.0,4.578,0.731
1,285.21381,39.027481,1.594745374,1.9604,15044.0,11.3,5934.0,4.491,0.893
1,287.09399,39.060719,4.783002698,2.335,1008.7,2.5,5170.0,4.574,0.807
1,289.31543,39.153278,20.50588921,4.0595,2105.5,3.41,4905.0,4.544,0.761
1,286.07913,39.27832,3.340218842,1.9104,1632.6,2.03,3950.0,4.754,0.493
0,295.37805,40.493401,2.507089906,2.0067,1339.2,30.26,5926.0,4.506,0.939
1,290.46176,40.562462,18.64932728,4.4056,893.6,3.12,5775.0,4.405,1.053
1,297.02826,48.208611,4.90144976,4.1654,140.7,1.7,5847.0,4.191,1.402
1,290.46176,40.562462,9.75192101,4.793,418.0,2.76,5775.0,4.405,1.053
1,290.46176,40.562462,38.5576546,5.794,993.0,4.02,5775.0,4.405,1.053
1,290.58173,40.5774,3.525632539,2.59959,22335.0,11.58,5150.0,4.572,0.793
1,285.92001,39.624828,34.84398644,2.9315,4523.6,7.61,5509.0,4.482,0.871
1,294.4899,39.771439,7.748094239,3.5957,2472.1,5.52,5973.0,4.439,1.085
1,283.86639,39.898079,23.96793669,3.827,1182.3,1.8,3747.0,4.728,0.524
1,283.86639,39.898079,8.29561738,1.3421,824.3,1.82,3747.0,4.728,0.524
1,288.81201,40.033401,8.11437482,2.2736,1558.0,2.1,3692.0,4.753,0.517
0,294.14789,40.055538,38.036729482,4.34617,82872.0,27.5,5575.0,4.521,0.932
1,295.11371,40.071171,4.64090031,35.512,2450.6,30.09,6463.0,4.5,0.826
0,291.06152,50.265129,3.747838198,5.0642,616.0,13.65,5514.0,4.569,0.826
1,297.02826,48.208611,14.74914825,6.0995,430.2,2.89,5847.0,4.191,1.402
1,294.77686,40.15374,21.81295996,4.3791,1175.4,3.38,5601.0,4.41,0.999
0,283.53845,40.217999,7.91936937,3.3148,15148.0,10.34,5690.0,4.588,0.776
1,296.00699,40.295429,1.028436523,1.8606,8098.0,72.77,6228.0,4.428,0.99
1,283.25354,40.358189,15.37562369,3.3169,15337.0,11.01,4986.0,4.496,0.833
1,283.22141,40.421829,8.10363271,3.161,887.9,2.11,4861.0,4.574,0.732
1,283.22141,40.421829,4.71510843,2.506,417.5,1.46,4861.0,4.574,0.732
1,291.14951,40.420521,6.365839713,2.9721,780.7,2.44,5776.0,4.554,0.849
0,294.22397,40.417858,5.97581754,3.065,962.4,3.86,6108.0,4.471,0.997
0,298.96112,40.862808,2.446737317,4.7211,1177.9,26.25,5764.0,4.548,0.863
1,299.3161,40.82238,3.04033046,1.8411,10859.0,8.99,5035.0,4.519,0.791
1,292.23676,41.08588,15.33528675,3.897,3081.4,5.0,5251.0,4.581,0.817
1,297.02826,48.208611,7.95825328,4.377,50.0,1.06,5847.0,4.191,1.402
1,292.23676,41.08588,31.33046135,5.176,5073.8,6.5,5251.0,4.581,0.817
0,294.05676,40.549679,3.9043425,3.831,16228.0,12.28,5810.0,4.526,0.898
0,294.74396,40.53392,9.286358079,3.49949,44791.0,17.61,5670.0,4.523,0.821
0,295.50439,40.505489,3.951405455,2.1862,2453.9,31.44,6046.0,4.539,0.869
1,287.89713,40.637821,23.65369415,8.2183,3341.8,7.89,5739.0,4.191,1.384
1,287.89713,40.637821,13.23352214,6.7372,504.6,3.06,5739.0,4.191,1.384
1,287.89713,40.637821,6.15560285,4.9843,285.0,2.32,5739.0,4.191,1.384
1,287.89713,40.637821,2.090811305,3.388,115.9,1.62,5739.0,4.191,1.384
1,297.02826,48.208611,3.180027898,3.5797,120.3,1.53,5847.0,4.191,1.402
1,287.89713,40.637821,50.4467417,7.159,370.3,2.67,5739.0,4.191,1.384
1,294.20215,40.66341,11.76307164,2.9076,1037.3,2.35,4959.0,4.603,0.756
1,294.20215,40.66341,56.2279271,3.57,862.7,2.37,4959.0,4.603,0.756
0,299.64285,40.691238,2.384052875,3.0918,1268.1,17.06,4794.0,4.58,0.701
1,291.15878,40.750271,7.953547,2.6312,875.4,2.25,4768.0,4.536,0.779
1,291.15878,40.750271,4.14451656,2.3421,391.8,1.48,4768.0,4.536,0.779
0,292.21436,40.759762,4.859386384,2.2757,6044.3,38.33,6072.0,4.47,0.988
1,293.87811,41.66177,10.526294577,2.5211,9768.0,8.24,5386.0,4.553,0.793
